reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
theCrag/website,rouletout,lordyavin,killakalle,scd,matozoid,sviatoslavsaviak,longb1,Arzorth,Siarkmic,whatsername88,gui84,AndiAachen,ogkogk,braeuni,fritz-raphael,CMAXXTR,frikiluser,MiroBeze,endolith,isaac-aa,grae22,popovimi,juanliria,Willemfvz,sebzap,FreddieChopin,yerbles,willmonks,JonasR,quaestor
theforeman/foreman,ekohl,stejskalleos,MariaAga,adamruzicka,Ron-Lavi,theforeman-bot,LiorKGOW,sbernhard,evgeni,nofaralfasi,ofedoren,girijaasoni,damonmaria,ianballou,bastian-src,Dyrkon,ares,jeremylenz,Et7f3,ShimShtein,kmalyjur,lfu,kamils-iRonin,nadjaheitmann,sjha4,m-bucher,pyslarvt,chris1984,olifre,vijaysawant
theos/theos,L1ghtmann,kabiroberai,leptos-null,Lessica,kirb,poopsicles,Naville,absidue,ItzNebbs,61bcdefg,joycelewis,MrGcGamer,blanxd,qodeninja,0xallie,r-plus,prathumca,,,,,,,,,,,,,
thewca/wca-regulations,Nanush7,Rouxles,ohexter,Samuel-Baird,Nevseros,conard-milliononmars,OJCubing,sarahstrong314,EdHollingdale,CarterKoala,benwh1,sebastianotronto,asto1001,xsrvmy,MFGookey,sebastiannielsen,Goosly,julesDesjardin,sam596,Sixstringcal,notkevin888,lgarron,,,,,,,,
thorsten/phpMyFAQ,modelrailroader,thorsten,sasamario,SilentDude80,menkey2k,kgoldinger,ton-helmerhorst,MathiasClarity,asp-sasama,albertcd,git-tec,wwalker0307,RemBdev,coret,wingman-adam,lagasss,f-roscher,,,,,,,,,,,,,
thoughtbot/factory/bot,mike-burns,grekko,thoughtbot-summer,jasonkarns,abhijithsheheer,jaynetics,bf4,maxp-hover,samanthawritescode,Th-Os,tisba,owst,aledustet,natematykiewicz,sharvy,,,,,,,,,,,,,,,
thoughtbot/factory/bot/rails,thoughtbot-summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thoughtbot/suspenders,stevepolitodesign,mike-burns,stefannibrasil,MatheusRich,thiagoa,DoodlingDev,seanpdoyle,stevehanson,,,,,,,,,,,,,,,,,,,,,,
thunderbird-conversations/thunderbird-conversations,Standard8,blerner,gabriele-ricci-kyklos,Porkepix,ChaiTRex,lockerbleiben,eigenstil,Kyogre,LeG2,sma-ops,brtwrst,oesst,,,,,,,,,,,,,,,,,,
tianocore/edk2,ardbiesheuvel,liyi77,mdkinney,makubacki,nicklela,bcran,gguo11837463,kuqin12,jyao1,hwu25,vlsunil,kraxel,lgao4,abdattar,ChaselChiu,IntelBrucexWang,ckoehne,YuanhaoXie,yli147,dhaval-rivos,LiuZhiguang001,MarsX-Lin,os-d,niruiyu,td36,ZhichaoGao,osteffenrh,samimujawar,LeviYeoReum,pierregondois
tidev/titanium-sdk,m1ga,hansemannn,cb1kenobi,alexlarocca,ottopic,narbs,jonasfunk,occam-r,macCesar,Fruugul,Astrovic,dlewis23,raefa,,,,,,,,,,,,,,,,,
tidyverse/ggplot2,teunbrand,trevorld,spaette,thomasp85,davidhodge931,yutannihilation,wbvguo,olivroy,clauswilke,smouksassi,hadley,fkohrt,Yann-C-INN,liang09255,hughjonesd,emuise,ELICHOS,eliocamp,jsacerot,twest820,GarrettDaniel,jtlandis,mps9506,rvalieris,DavisVaughan,mariadelmarq,CorradoLanera,tfjaeger,jashapiro,zeehio
tidyverse/lubridate,vspinu,DavisVaughan,GegznaV,trevorld,lrossouw,malcolmbarrett,BrentWHR,FlorenceMounier,shaenzi,Dimeruben,shafiul0304034,TL4871,martinschlund,colinbrust,hongyuanjia,lkoppers,stibu81,yinshiyi,canadice,jmobrien,paleolimbot,mkoohafkan,fquerdasi,Cecca,skr5k,quesadagranja,webbp,nicholasdavies,ad1729,msaltieri
tidyverse/stringr,MarcinKosinski,arnaudgallou,bounlu,allenbaron,Patrick330,jl5000,mgarbuzov,yadbor,Ax3man,DSLituiev,presnell,murpholinox,yutannihilation,werkstattcodes,twest820,gagolews,,,,,,,,,,,,,,
tikv/tikv,overvenus,tonyxuqqi,ti-chi-bot,SpadeA-Tang,tabokie,bufferflies,HuSharp,Connor1996,LykxSassinator,JmPotato,YuJuncen,glorv,ekexium,MyonKeminta,cfzjywxk,nolouch,hicqu,you06,sre-bot,wuhuizuo,Leavrth,dbsid,Lily2025,3pointer,pingyu,mayjiang0203,lance6716,v01dstar,BusyJay,lilinghai
tinymce/tinymce,mkzhx,TheSpyder,spocke,ltrouton,lorenzo-pomili,ArvinJ-H,shanmen-tiny,vpyshnenko,HAFRMO,tiny-ben-tran,MitchCTiny,brian-forte,yacodes,hamza0867,lostkeys,raq007,jscasca,blindspeed90,sha2nktiwade,dani-ttci,msftedad,dixitrohit17,vilmos,batata004,stefandobre,cgk1994,ajssd,Mahesh554,AdriVergara,masonicboom
tj/connect-redis,wavded,lukaselmer,SimenB,ozcanovunc,Hoooooou-Jun,dschmidt,isdigital-github,b1ek,jewe11er,movwf,anbusurendhars,konkasidiaris,Bhanumalhotra,oliverlockwood,abhijit945,dantrain,,,,,,,,,,,,,,
Toblerity/Fiona,sgillies,mwtoews,snowman2,groutr,jorisvandenbossche,totycro,rbuffat,StefanBrand,adamjstewart,imincik,pmlpm1986,datengraben,isaiahwarnke,kavyajeetbora,michaelgrund,adriantre,rsmith013,mangecoeur,nekopsykose,ddileonardo,martinfleis,,,,,,,,,
todotxt/todo.txt-cli,chrysle,inkarkat,githorse,McUsr,ecjtusbs,a1346054,,,,,,,,,,,,,,,,,,,,,,,,
tomerfiliba-org/rpyc,comrumino,notEvil,DavidAntliff,Sathisha-Movvar-Bose,ajmeese7,MegaSova,stautonico,gazpachoking,zingdle,,,,,,,,,,,,,,,,,,,,,
tonioni/WinUAE,midwan,Waccoon,tonioni,BartmanAbyss,falcon35180,torkildl,BrianHoldsworth,mras0,dirkwhoffmann,nickkeane,emoon,ssg,,,,,,,,,,,,,,,,,,
tonytomov/jqGrid,tonytomov,erikn69,parallels999,fredsal,eCitiz,cesarreyes3,kstan79,mlvn23,,,,,,,,,,,,,,,,,,,,,,
TooTallNate/Java-WebSocket,PhilipRoman,marci4,feidiwangdong,Minion3665,willtemperley,anthonyvdotbe,JanCantCode,Alisha-0321,gancarani,artado,Agorguy,lakeoffaith,simpleusr,trendspike,mannonov,theduc0x,Snurppa,,,,,,,,,,,,,
tornadoweb/tornado,bdarnell,xylo987,vargenau,VARSHAJOSHY,712u3,Reinering,mtelka,AlexBoyd,chncaption,Faizan-Alam-1,maikenp,kloczek,arnaudsjs,eljeffeg,minrk,xiaofanloveme,rmorshea,mounikakella,ivorpeles,Carreau,neilsh,andersk,,,,,,,,
tpope/vim-fugitive,tpope,KSR-Yasuda,fooness,benelan,xeon826,tmzhuang,friendlyantz,UnkwUsr,ajpaon,seandewar,aldur,martinbjeldbak,mooreye,eyalk11,mizlan,dgmora,nickitat,Omcsesz,roccomao,shaneharper,iamFIREcracker,PhilT,8164933729,SetsuikiHyoryu,instantepiphany,richsalz,ANaumann85,nebbish,eggbean,airtonix
TrinityCore/TrinityCore,Nyr97,Shauren,mdX7,aquadeus,Seyden,CraftedRO,Golrag,malcrom,Ovahlord,Aokromes,Naddley,jackpoz,meji46,PivanDepolo,SargeroDeV,acidmanifesto,shamage,Traesh,Macsimka,Jildor,StonedCookieGaming,Jonne733,ImmortalusDev,HuangStomach,Krudor,Krutok,TheDdraig,cyberpro98,Lordron,Fabi
TrinityCore/WowPacketParser,Naddley,ellingtonsantos,killerwife,Thordekk,SargeroDeV,neifion-00000000,Guldan45,Dr-Arayashiki,ImmortalusDev,heyitsbench,humanpride,meji46,mdX7,ateves,,,,,,,,,,,,,,,,
tstack/lnav,tstack,he32,sureshsundriyal,piotr-dobrogost,elandorr,wAuner,roylez,e-pc,jefft,FaffeF,mwmdev,Yukigaru,PPakalns,stefan123t,bowlofeggs,jay-sridharan,Zash,MarioRicalde,TobiX,FlorianMuenchbach,aspiers,,,,,,,,,
tvheadend/tvheadend,uknunknown,Flole998,gene-git,pool15,Saentist,th0ma7,pykpkg47,jkellerer,mralapete,zainkamal95,Leatherface75,oliv3r,TonKro,,,,,,,,,,,,,,,,,
twbs/bootstrap,julien-deramond,XhmikosR,mdo,coliff,ZhangChengLin,louismaximepiton,patrickhlauke,ffoodd,kyletsang,GeoSot,erikasby,VividLemon,cameronhollis,nwalters512,tobiasnitsche,kusma,harnishdesign,Firas-HadjKacem,mina20088,jonnysp,itchyny,afeefuddin,battlesnake,MewenLeHo,hannahiss,ShivangRawat30,kishlayraj-9,ruiarii,endcoreAK,IvanPizhenko
tweenjs/tween.js,trusktr,christjt,victorbnl,inukshuk,nya13,S-unya,MasatoMakino,july-12,tazyong,mk965,OldManMeta,zhangxinyong12,prachtan,optimus007,pailhead,,,,,,,,,,,,,,,
tweepy/tweepy,Harmon758,RFlorindo,jwj777,marbella-web,spandhare11,bigsky77,MistyIce672,ihabpalamino,sanxincao,JoshMendiola,boidushya,mypolopony,Machzy,pradheepram,acb45668p,davidulu25,legendaryangelist,abioz-aiz,panchaliDM,cwnmedia,AhmadGhachim,devkarim,Aluerie,kairusds,NTHieu95,DimaDDM,russelgauthier,parazitt,SirDave001,SynthSy
twigphp/Twig,stof,fabpot,jdreesen,weaverryan,xabbuh,VincentLanglet,pdureau,zethzeth,drjayvee,nicolas-grekas,mpdude,expedition-robin-martijn,PhilETaylor,javiereguiluz,simonsolutions,nsetyo,richardhj,ThomasLandauer,realjjaveweb,Jugolo,yesilovebooks,joeworkman,acalvino4,EarthDweller,padrecedano,faizanakram99,josephLaurent,kaermorchen,michelbrons,damienalexandre
twilio/twilio-csharp,Swimburger,AsabuHere,sbansla,joshsacks,stern-shawn,mnoreen,shrutiburman,danFbach,jjrosado,JeffCalmRay,keltex,maginfo,waynebrantley,,,,,,,,,,,,,,,,,
twilio/twilio-java,sbansla,shrutiburman,AsabuHere,allantodd,ukby1234,GreenLava786,henrylee-twilio,THEWOLFOFALLSRTS,shweta-7span,Zander1983,charan678,,,,,,,,,,,,,,,,,,,
twilio/twilio-php,charan678,mbabker,stern-shawn,childish-sambino,GrahamCampbell,AsabuHere,isha689,stevebauman,TimWolla,rakatyal,,,,,,,,,,,,,,,,,,,,
twilio/twilio-python,AsabuHere,lightiverson,zhouhao27,charan678,ellipsis52,sbansla,hklchung,dorukgezici,rgyardi,Kotzyk,sdelano,,,,,,,,,,,,,,,,,,,
twilio/twilio-ruby,shrutiburman,AsabuHere,JYorston,MGPalmer,rafaeelaudibert,sbansla,stern-shawn,pat,cameron-norman-klara,broksonic21,cristofer,artempopkov,jplaisted,bf4,ericcf,CanadianTux,YaroslavSulyma,jsteinberg,jcavena,,,,,,,,,,,
unbit/uwsgi,xrmx,niol,Lalufu,loqs,lorandvarga,YoungZiyi,centroculturaconocimiento,intgr,killershotpy,kintarowonders,LAzz1,outjoker,bastien-roucaries,Shaikhfahad2001,hanzy88,kunalkroy,volodkindv,binaryDiv,vsalvino,cemysf,bernd-wechner,Liubey,tuky,Nekuromento,parruc,shahram4m,kopf,hugovk,dcere,
unclebob/fitnesse,fhoeben,jediwhale,violinner,epistax,weaverj,turtle3808,aquddos123,djbrown,danio,,,,,,,,,,,,,,,,,,,,,
uncrustify/uncrustify,guy-maurel,micheleCTDE,gmaurel,micheleCTDEAdmin,unity-emilk,yegorich,mid-kid,SAIL-Fang,alexhenrie,BugZappr,JimmyManning,brechtsanders,atsju,AMDmi3,alir3zakh,NathanBanner,StarFire75,mcatanzaro,Letme,egrandem,gilles-peskine-arm,sonk33,ram4ufriends,Koltak,viastore-mg,zamazan4ik,nikhildevshatwar,Stadly,marlonrichert,Jorengarenar
unetbootin/unetbootin,PeterDaveHello,gkovacs,Santhosh-004,nadeem49,evgenybozhko2,TitaN002,abhi-deshpande,iCodeSometime,snowythebudg,shubhushubhu99,nicolaskopp,giulianopz,demongamer3001,ItsRedlyXD,luisfl,svc88,JonnyTech,puttin,,,,,,,,,,,,
universal-ctags/ctags,masatake,dtikhonov,jafl,hirooih,leleliu008,jiangyinzuo,ntrel,b4n,coke,portalgun,k-takata,artemnovichenko,eltociear,1925381584,catap,zhujianhua0,shosakam,iperryman-xeda,vkottler,techee,AmaiKinono,vt-alt,,,,,,,,
urwid/urwid,penguinolog,wardi,AnonymouX47,dvzrv,ulidtko,roadriverrail,djyotta,exquo,danschwarz,andresmrm,rbanffy,proskur1n,timgates42,cielong,jspricke,rvtpro,mfncooper,dotlambda,dlax,mandre,vapier,springcomp,martinetd,hut,lypanov,,,,,
util-linux/util-linux,t-8ch,karelzak,masatake,igo95862,eworm-de,brauner,debarshiray,thesamesam,thkukuk,dancerj,u2386,mrc0mmand,Vogtinator,bluca,laszloatoth,mariobl,tpwo,arachsys,bsdice,eli-schwartz,mator,alois31,nl6720,DaanDeMeyer,egchron,Andrei-Pozolotin,jwilk,PuzzleZz,ningmingxiao,uduecoder
uuidjs/uuid,broofa,LinusU,rllane17,liamjones,alfonsocv12,RahatFatimah,Mickael131,lucgagan,Lui22,WikipediaBrown,LarryStewart2022,AlexErrant,rdrpenguin04,wiperawa,nikhilnxvverma1,paulchiu,luckydonald,,,,,,,,,,,,,
vakata/jstree,NathanApb,chetanchopra26,Stopi,jplevene,Sega100500,vakata,Milind-Gawande,sjpeng,smahn9123,,,,,,,,,,,,,,,,,,,,,
validator/validator,scottaohara,mtrootyy,sideshowbarker,pkra,harendt,mig281,nschonni,mcking65,ChrisBocay,JordanMorrisDev,Croydon,catkutay,foflaw85,ezequiel-garzon,davidcoomer506,tcdaly,hadleyel,geometrian,m999z777,EverybodyGetsHurt,oliviertassinari,onlinebizsoft,,,,,,,,
vanheeringen-lab/gimmemotifs,siebrenf,JGASmits,roskamsh,BuysDB,IanCodes,,,,,,,,,,,,,,,,,,,,,,,,,
vanilla/vanilla,juliecampbell,Github-Newbie5432,bleistivt,XCame,ernestbuffington,NukeSheriff,Blitheness,Elf36,michaeltyson,JohanRonstrom,codernix,charrondev,rockymontana,,,,,,,,,,,,,,,,,
vcr/vcr,olleolleolle,jmpage,alxekb,benoittgt,rangerscience,Ahmed-Salem-Baqtyan,dmatamoroscr,MrJoy,georgeu2000,itsmeurbi,floganz,fizvlad,tke578,klyonrad,tomrossi7,andrewjdmccann,coldnebo,reagent,,,,,,,,,,,,
videojs/video.js,mister-ben,amtins,wseymour15,misteroneill,gkatsev,beaufortfrancois,boris-petrov,video-archivist-bot,friendtasy,Makio64,weiz18,prakashmuvi,raphj,ravikiranjayathi,klammm,jonybekov,JonasWater,adrums86,dliebner,dzianis-dashkevich,vanminhquangtri,artbindu,leo-paz,beligh-hamdi,zorent-zebra,djbloc,BrainCrumbz,xiaoxiaohuayu,overide,Raino
vifm/vifm,xaizek,aleksejrs,rr-,Gregaras,itshog,TornaxO7,hholst80,hacksenwerk,aca,mthbrown,mrsafalpiya,Ingvix,kraskden,arozehnal,mahor1221,reicheltd,davidsierradz,qsmodo,infinitewhileloop,ahesford,RayZ0rr,mhdzli,,,,,,,,
vitmalina/w2ui,vitmalina,ooo4321,fprijate,artistmonkey,luis40895,NoelSMartin,marcelodarroyo,jankrnavek,Madrok,coltonfischer,sairum,elfwine,Wyti,Otman30,blitz-research,WenSheng-tw,Pensionarspoolen,,,,,,,,,,,,,
volkszaehler/vzlogger,narc-Ontakac2,J-A-U,r00t-,Lurchi70,Li900j,trabant-asb,dreamonhigh,wrichter,alkomm,RaptorSDS,bi-on,grseidel,leepfrog-ger,,,,,,,,,,,,,,,,,
VowpalWabbit/vowpal/wabbit,ataymano,olgavrou,michiboo,bassmang,lalo,jackgerrits,cheng-tan,tdezhdar,arielf,KawasakiNinjaH2R,yaro-slawa,mrucker,Sandy4321,jprobichaud,FabianKaiser,bremen79,,,,,,,,,,,,,,
vslavik/poedit,vslavik,Ricky-Tigg,msoutopico,atriwidada,LETARTARE,Felipefpl,sergioisidoro,rillig,lanurmi,pfk84,,,,,,,,,,,,,,,,,,,,
VsVim/VsVim,hkleynhans,DWIAltonaAnalytics,lawrence-laz,Gooseman,martin-braun,333fred,superfsd,lefth,tankorsmash,dacid44,eddieparker,AlexGuo1998,bschwehn,kostabekre,jamesfAnet,edigun-man,grigoresc,TomMalitz,eduarddejong,giiyms,gezhov,JochenBaier,zbjxb,slater1,coderguy57,Eric-MacFarland,ntang-flexera,ThomsonTan,nosami,mqudsi
wappalyzer/wappalyzer,nurbek91,dhavalveera,osbre,paul-vd,AliasIO,francisco-sec,seanhamlin,kyletaylored,John4266,TheTechromancer,benmccann,ysm-dev,Konstantin-craftum,meddulla,talivneh,max-ostapenko,klonos,thc202,tunetheweb,gilbertococchi,klefcodes,khempenius,Skyliegirl33,lorypelli,rdzsp,LtdJorge,iloveitaly,hoangsvit,hosina,a1ternat1ve
web-platform-tests/wpt,chromium-wpt-export-bot,moz-wptsync-bot,whimboo,thiagowfx,WeizhongX,nt1m,OrKoN,jgraham,jonathan-j-lee,gsnedders,zcorpan,TalbotG,foolip,annevk,cookiecrook,rwlbuis,lukewarlow,domenic,wpt-pr-bot,youennf,dholbert,jrandolf,dbaron,mathiasbynens,cbiesinger,sadym-chromium,servo-wpt-sync,cdumez,marcoscaceres,juliandescottes
web-scrobbler/web-scrobbler,yayuyokitano,inverse,jaccarmac,jbwharris,hans-juergen,Pekito,fikimaul,MXB2001,elpidge,dokugo,youthlin,Maxim19902501,projecteurlumiere,manu-cyber,nguyenlinh0609,Mirika1,Enferlain,painchen88,s7enkoec,cocobear21,0edit,viniim,Kerkerseele,AquaDoesStuff,TareqAmeer,sastofficial,emilironnytea,pedrojvaz,missp001,mhall-tamro
webdriverio/webdriverio,christian-bromann,sriteja777,BorisOsipov,nextlevelbeard,JordiSAGE,jan-molak,lukefitz1,KuznetsovRoman,amrsa1,patrickschilder,rashiq231,AugustinMauroy,ductoan0295,hammzj,Ernst-D,PSpSynedra,erwinheitzman,bhanuagarwal73,Ankit098,m4hdyar,syamphaneendra,jlipps,sourav-kundu,udarrr,DanielFreemanTester,cg-tester,HimanshuD-Groove,awhisler,Amitesh,AnikoBorosova
WeblateOrg/weblate,nijel,weblate,comradekingu,orangesunny,buhtz,tomkolp,ParthS007,Geeyun-JY3,yilmazdurmaz,emmapeel2,surli,perrfect,burner1024,pavelhoral,razor313,henry-torproject,ib,Rexogamer,luzpaz,derkoe,weijiang1994,eighthave,Bubu,zakharchenkoAndrii,ZiYueCommentary,lahdekorpi,maboroshin,dxdx123,jredl-va,ghubrakesh
webmin/webmin,iliajie,jcameron,Mecha-Weasel,thenineties,devadattas,swelljoe,AlexiKhreshnev,chris001,BigLOnline,dpark77,siicosmos,faxotherapy,FBachofner,crupko93,Talkabout,by,liutt1312,SlowFox72,ZekyTheWolf,ced1check,EPXOL,MSSEsq,johnheenan,djhkdjhk,khs-kks,sanjeev0990,tigerkzr,defung,g-regor,derjohn
webpack/webpack,alexander-akait,webpack-bot,burhanuday,TheLarkInn,ahabhgk,bworline,snitin315,tmpaul,aespinolopez,steverep,hardfist,ersachin3112,Zlatkovsky,childrentime,webdiscus,andrewbranch,hyf0,JeraldVin,vankop,jasonsanjose,navalega0109,underfin,timneutkens,fabiosantoscode,silverwind,xiaoxiaojx,exp0rs,shamoilarsi,benlieb,lvivski
webpy/webpy,cclauss,iredmail,criptocoko,Z4nzu,marksmayo,AshBlueScc,aisk,zzz6519003,xinthose,anandology,,,,,,,,,,,,,,,,,,,,
whatwg/html,domenic,annevk,josepharhar,zcorpan,domfarolino,dbaron,nt1m,mbrodesser-Igalia,vmpstr,mfreed7,fantasai,rubberyuzu,smaug----,bkardell,keithamus,foolip,noamr,nicolo-ribaudo,syg,emilio,schwering,saschanaz,past,tabatkins,cathiechen,jpzwarte,shhnjk,scottaohara,patrickhlauke,Kaiido
White-Whale-Defi-Platform/migaloo-core,kerber0x,kaimen-sano,Sen-Com,eliseoci,0xFable,janfabian,silvermind,,,,,,,,,,,,,,,,,,,,,,,
White-Whale-Defi-Platform/white-whale-core,kerber0x,0xFable,Sen-Com,,,,,,,,,,,,,,,,,,,,,,,,,,,
wildfly/wildfly,bstansberry,fjuma,pferraro,jamezp,jasondlee,darranl,yersan,scottmarlow,ropalka,chengfang,PrarthonaPaul,kabir,rhusar,ehsavoie,hpehl,Skyllarr,tadamski,petrberan,michpetrov,jmesnil,xstefank,jstourac,soul2zimate,Dkafetzis,khermano,istudens,mmusgrov,yrodiere,jfdenise,gaol
wincent/command-t,wincent,amab8901,codybuell,Takuzen,Rijalamagaha,,,,,,,,,,,,,,,,,,,,,,,,,
winsw/winsw,DamonDBT,valainisgt,nc-jeni,sunlewuyou,Shimizusorrow,mccarthynj,KillTrot,scryba,heyixiaoran,NuthanKishoreDev,gdams,ixintian,duozhou,jurajsallai,zhengye1,zhzy0077,mikaelnordin,HJoost,sonuame,,,,,,,,,,,
wiredtiger/wiredtiger,etienneptl,korteland,ajmorton,kommiharibabu,lukech,luke-pearson,raviprakashgiri29,sueloverso,quchenhao,marcbutler,agorrod,Siddhartha8899,svc-bot-sebb,mickgraham-mongodb,ruby-oujo,Sean04,mm-ng,ddanderson,pmacko86,keitharnoldsmith,jeremythorp,jiechenbo,fedorova,clarissecheah,sulabhM,bvpvamsikrishna,amiyuki7,RedBeard0531,Meilianggang,zengwei2000
wkhtmltopdf/wkhtmltopdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wmo-im/GRIB2,amilan17,sebvi,jbathegit,tomkralidis,manfredsc,marijanacrepulja,AndrewBenjamin-NOAA,sergioh-pessoal,SibylleK,shahramn,lennart-grib2,chris-little,,,,,,,,,,,,,,,,,,
WoltLab/WCF,TimWolla,BurntimeX,dtdesign,cls-design,SoftCreatR,mutec,felix-d1strict,MomoSpidey,darkwood-studios,,,,,,,,,,,,,,,,,,,,,
woocommerce/woocommerce-blocks,gigitux,Aljullu,mikejolley,imanish003,nielslange,kmanijak,nefeline,albarin,roykho,thealexandrelara,danieldudzic,opr,nerrad,tjcafferkey,hritikchaudhary,hsingyuc,wavvves,danielwrobert,tarunvijwani,ralucaStan,DAreRodz,luisherranz,tarhi-saad,tomxygen,webaxones,asafm7,pmcpinto,masteradhoc,Sadaf-A,shaunandrews
WordPress/WordPress,soheilkhosrvi,seatekgit,arpitjaswal,zombie223,parjunreddy77,dilipom13,szymon-go,samykhalil,juan-987654321,theayushshinde,nugrahaindie,svanlaere,geekswagg,mujuonly,manchumahara,BrookeDot,,,,,,,,,,,,,,
worldcoin/developer-portal,igorosip0v,denis-ottofeller,0xPenryn,maxpetretta,m1guelpf,michaelfurutin,paolodamico,AGMETEOR,lukejmann,chrislondon,,,,,,,,,,,,,,,,,,,,
wxFormBuilder/wxFormBuilder,sodevel,davidgiven,ONLYA,zetab007,Micheus,MaxEl3ven,stockstock2006,BunnySakura,KostinPavel,jixunmoe,SpareSimian,,,,,,,,,,,,,,,,,,,
wxMaxima-developers/wxmaxima,gunterkoenigsmann,yurytch,richardgobeli,bllamarodri,ReneSci,daute,OlesyaGerasimenko,LP314159,jhkaiser,ng0177,ryandesign,chenrui333,pietrogualla,mlomonaco,irokach,murakamiriyugi,wiesiwies,Famondir,hugodiniz,etn-63827,idealkindom,AntonioDA2004,DongeunPaeng,Stargate38,,,,,,
wxWidgets/wxWidgets,vadz,sz5000,BrianNixon,swt2c,MaartenBent,PBfordev,mcorino,taler21,csomor,Apteryks,oneeyeman1,imciner2,utelle,lanurmi,Rezakarimi66,kfsone,marekr,unxed,asmwarrior,matyalatte,GeorgyStolbovoy,paulcor,hobbitdev,gerard-durand,carlo-bramini,dsa-t,Upliner,markyang59,hwiesmann,dconnet
xapi-project/xen-api,psafont,gangj,lindig,minglumlu,robhoes,jameshensmancitrix,edwintorok,liulinC,DeliZhangX,MarkSymsCtx,kc284,benjamreis,mg12,bernhardkaindl,YanRachel,andyhhp,ydirson,danilo-delbusso,gthvn1,LunfanZhang,rosslagerwall,stormi,alexbrett,marleyjaffe,julien-f,johnelse,,,,
xbmc/xbmc,CrystalP,thexai,enen92,lrusak,jenkins4kodi,fuzzard,neo1973,ksooo,joseluismarti,CastagnaIT,garbear,fritsch,kambala-decapitator,sundermann,rmrector,emveepee,popcornmix,scott967,weblate,howie-f,graysky2,bkuhls,stumpalump,AlwinEsch,afedchin,pduveau,rainman74,wsnipex,dmahurin,quietvoid
XCSoar/XCSoar,MaxKellermann,lordfolken,Blaubart,Scumi,fastdown101,MarkusBagge,DanD222,ubx,r0w4n,qubolino,XCNav,lyusupov,kobedegeest,hjr,GuyCorbett170,bomilkar,linsui,pjalocha,gareth8118,idfsa,GrahamStallard,MmeHulot,MikeBravo15,egzumer,groundhogxc,Persiantravelerr,kicune,andrestotorica,dingetje,ryanwoodie
xianyi/OpenBLAS,martin-frbg,brada4,mmuetzel,mseminatore,angsch,sh-zheng,XiWeiGu,felixonmars,heyleadro,rgommers,imzhuhl,klho,Mousius,orlitzky,h-vetinari,kiranchandramohan,thrasibule,OMaghiarIMG,cparrott73,vladimir-ch,nyhtetmyet,ken-unger,Dirreke,Rabenda,samfux84,cponder,sl1pkn07,xianyi,boomanaiden154,HengamehB
XRPLF/rippled,seelabs,ckeshava,intelliot,shawnxie999,ximinez,mtrippled,thejohnfreeman,gregtatcam,scottschurr,nbougalis,arihantkothari,RichardAH,HowardHinnant,dangell7,ledhed2222,PeterChen13579,godexsoft,mounikakun,legleux,drlongle,oeggert,ckniffen,kennyzlei,JoelKatz,DennisDawson,xiongjiabing,KumarUjjwal2022,mvadari,TwoBigPaws133,connorjchen
Xruptor/BagSync,Xruptor,nanjuekaien1,tflo,Xpatro,jsutan,sausje,AlterMannomann,zhpzhp,mbattersby,,,,,,,,,,,,,,,,,,,,,
xwiki/xwiki-platform,Sereza7,manuelleduc,michitux,surli,mflorea,douakli,tmortagne,xwikiorgci,vmassol,amanna13,lucaa,rondales,petrenkonikita112263,wthrajat,oanalavinia,jprinet,,,,,,,,,,,,,,
xwiki/xwiki-rendering,manuelleduc,michitux,vmassol,surli,tmortagne,Sereza7,,,,,,,,,,,,,,,,,,,,,,,,
yairm210/Unciv,yairm210,SeventhM,SomeTroglodyte,Ouaz,Caballero-Arepa,hackedpassword,Lesiakower,Smashfanful,alexban011,Ranbut,CrsiX,marek22k,Mape6,chr56,Alvin201777,GrimPixel,Skekdog,WhoIsJohannes,letstalkaboutdune,random271,touhidurrr,xlenstra,itanasi,Jiangeshi,tuvus,LenaBullens,AutumnPizazz,J0anJosep,AdityaMH,Knirps1
yaml/yaml-spec,Thom1729,KrazyKrazy8,Pedro923,ingydotnet,killermoehre,4cq2,smouthy1985,earizon,xnuk,vitalya13alyokhi,Dimiturpenev,homotechsual,pantoniou,UnePierre,,,,,,,,,,,,,,,,
yesodweb/persistent,parsonsmatt,hw202207,blujupiter32,erikd,tfausak,9999years,merijn,RiugaBachi,Bodigrim,juhp,andreasabel,isomorpheme,jship,Vlix,joeyh,,,,,,,,,,,,,,,
yesodweb/wai,Vlix,Bodigrim,arianvp,snoyberg,mitchellwrosen,alexbiehl,charliegracie,soenkehahn,,,,,,,,,,,,,,,,,,,,,,
yesodweb/yesod,eahlberg,snoyberg,schoettl,parsonsmatt,cblp,ricky0123,jezen,felixonmars,erratic-c-programmer,danbroooks,jappeace,ysangkok,lf-,arrowd,,,,,,,,,,,,,,,,
YesWiki/yeswiki,J9rem,acheype,mrflos,seballot,Gobtous,MelanieMichel,JeremyCDP,gatienbataille,Zoldiru,funkycram,,,,,,,,,,,,,,,,,,,,
